Date,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,0,P,R
07/05/2004,14.00.00,1,8,890,-200.0,9.0,3,950,114,940,101,1460,655.0,19,8,29.0,7.0,6780.0
07/05/2004,15.00.00,1,9,921,-200.0,8.0,4,914,107,937,106,1481,614.0,19,2,35.0,6.0,7856.0
07/05/2004,16.00.00,2,3,1052,-200.0,9.0,4,956,140,869,116,1600,725.0,14,2,60.0,5.0,9765.0
07/05/2004,17.00.00,3,6,1247,-200.0,17.0,9,1238,187,691,124,1948,1036.0,12,9,69.0,1.0,249.0
07/05/2004,18.00.00,4,3,1205,-200.0,17.0,4,1222,222,684,133,1911,1127.0,12,7,70.0,4.0,294.0
07/05/2004,19.00.00,2,2,1016,-200.0,10.0,5,995,117,857,96,1642,854.0,13,9,62.0,7.0,9905.0
07/05/2004,20.00.00,1,5,984,-200.0,7.0,5,879,89,940,85,1527,792.0,13,9,62.0,9.0,9948.0
07/05/2004,21.00.00,2,1041,-200,8.0,0.0,898,130,922,97,1595,891,13.0,4,65,2.0,0.0,
07/05/2004,22.00.00,2,1027,-200,7.0,7.0,887,133,927,97,1568,876,13.0,4,64,6.0,0.0,
07/05/2004,23.00.00,2,1,1025,-200.0,7.0,3,869,144,954,101,1531,851.0,13,3,63.0,6.0,9677.0
08/05/2004,00.00.00,1,5,984,-200.0,6.0,4,829,99,1003,85,1516,787.0,13,3,61.0,8.0,9433.0
08/05/2004,01.00.00,2,2,969,-200.0,5.0,6,791,102,1084,80,1446,711.0,13,6,59.0,7.0,9271.0
08/05/2004,02.00.00,0,5,758,-200.0,1.0,5,546,27,1483,33,1252,396.0,14,6,53.0,3.0,8807.0
08/05/2004,03.00.00,-200,767,-200,1.0,5.0,547,-200,1482,-200,1239,375,14.0,3,51,7.0,0.0,
08/05/2004,04.00.00,-200,772,-200,1.0,2.0,518,-200,1544,-200,1202,343,10.0,9,67,5.0,0.0,
08/05/2004,05.00.00,-200,831,-200,1.0,6.0,557,-200,1480,-200,1257,401,7.0,4,85,2.0,0.0,
08/05/2004,06.00.00,-200,871,-200,2.0,6.0,628,-200,1243,-200,1329,518,8.0,7,81,5.0,0.0,
08/05/2004,07.00.00,-200,995,-200,5.0,9.0,808,-200,1028,-200,1479,685,10.0,3,75,6.0,0.0,
08/05/2004,08.00.00,-200,1093,-200,8.0,5.0,918,-200,857,-200,1589,939,11.0,0,75,0.0,0.0,
08/05/2004,09.00.00,-200,1079,-200,7.0,7.0,885,-200,884,-200,1588,974,13.0,6,66,1.0,1.0,
08/05/2004,10.00.00,-200,1084,-200,,9.0,852,-200,910,-200,1575,959,14.0,7,63,1.0,1.0,
08/05/2004,11.00.00,-200,1204,-200,10.0,1.0,982,-200,791,-200,1739,1067,13.0,8,72,3.0,1.0,
08/05/2004,12.00.00,-200,1213,-200,11.0,1.0,1018,-200,760,-200,1778,1061,13.0,3,76,8.0,1.0,
08/05/2004,13.00.00,-200,1124,-200,9.0,2.0,949,-200,827,-200,1671,1008,16.0,2,60,0.0,1.0,
08/05/2004,14.00.00,-200,945,-200,4.0,3.0,726,-200,1053,-200,1432,637,16.0,3,55,3.0,1.0,
08/05/2004,15.00.00,-200,964,-200,6.0,5.0,833,-200,1003,-200,1489,647,20.0,0,40,4.0,0.0,
08/05/2004,16.00.00,-200,903,-200,5.0,4.0,786,-200,1073,-200,1375,523,19.0,8,35,4.0,0.0,
08/05/2004,17.00.00,-200,918,-200,7.0,1.0,863,-200,992,-200,1408,539,19.0,8,33,6.0,0.0,
08/05/2004,18.00.00,-200,1028,-200,9.0,5.0,961,-200,913,-200,1502,649,17.0,8,38,5.0,0.0,
08/05/2004,19.00.00,-200,1175,-200,17.0,0.0,1209,-200,720,-200,1829,1071,16.0,7,44,6.0,0.0,
08/05/2004,20.00.00,-200,1215,-200,15.0,4.0,1161,-200,714,-200,1802,1237,15.0,1,51,8.0,0.0,
08/05/2004,21.00.00,-200,1072,-200,9.0,9.0,976,-200,835,-200,1603,1018,14.0,1,56,2.0,0.0,
08/05/2004,22.00.00,-200,1070,-200,9.0,3.0,952,-200,858,-200,1573,966,13.0,8,58,3.0,0.0,
08/05/2004,23.00.00,-200,1021,-200,6.0,9.0,853,-200,979,-200,1457,901,13.0,7,59,7.0,0.0,
09/05/2004,00.00.00,-200,1063,-200,7.0,1.0,859,-200,952,-200,1519,949,13.0,7,60,3.0,0.0,
09/05/2004,01.00.00,-200,1068,-200,9.0,0.0,938,-200,862,-200,1575,1057,12.0,7,64,9.0,0.0,
09/05/2004,02.00.00,-200,993,-200,8.0,3.0,913,-200,879,-200,1601,989,12.0,6,65,4.0,0.0,
09/05/2004,03.00.00,-200,1034,-200,8.0,7.0,928,-200,848,-200,1619,1005,12.0,1,68,6.0,0.0,
09/05/2004,04.00.00,-200,1025,-200,8.0,4.0,914,-200,856,-200,1605,1003,12.0,3,68,0.0,0.0,
09/05/2004,05.00.00,-200,1036,-200,8.0,1.0,902,-200,825,-200,1558,1087,11.0,9,71,1.0,0.0,
09/05/2004,06.00.00,-200,924,-200,5.0,2.0,774,-200,987,-200,1460,909,11.0,3,73,8.0,0.0,
09/05/2004,07.00.00,-200,922,-200,4.0,5.0,737,-200,1050,-200,1414,882,13.0,1,62,6.0,0.0,
09/05/2004,08.00.00,-200,830,-200,2.0,6.0,625,-200,1266,-200,1303,568,16.0,8,46,8.0,0.0,
09/05/2004,09.00.00,-200,947,-200,4.0,,752,-200,1068,-200,1434,620,17.0,9,44,8.0,0.0,
09/05/2004,10.00.00,-200,977,-200,4.0,5.0,737,-200,1025,-200,1450,686,17.0,8,49,5.0,0.0,
09/05/2004,11.00.00,-200,1025,-200,4.0,9.0,761,-200,1008,-200,1476,700,18.0,8,46,4.0,0.0,
09/05/2004,12.00.00,-200,1040,-200,5.0,8.0,804,-200,940,-200,1502,780,19.0,3,44,0.0,0.0,
09/05/2004,13.00.00,-200,1013,-200,4.0,1.0,718,-200,1041,-200,1492,558,14.0,7,68,4.0,1.0,
09/05/2004,14.00.00,-200,1035,-200,4.0,8.0,755,-200,997,-200,1521,608,15.0,6,65,8.0,1.0,
09/05/2004,15.00.00,-200,1086,-200,7.0,0.0,859,-200,892,-200,1595,754,17.0,7,54,0.0,1.0,
09/05/2004,16.00.00,-200,967,-200,4.0,8.0,753,-200,1048,-200,1420,544,17.0,8,46,7.0,0.0,
09/05/2004,17.00.00,-200,968,-200,5.0,4.0,785,-200,1011,-200,1446,550,17.0,8,44,4.0,0.0,
09/05/2004,18.00.00,-200,1004,-200,6.0,3.0,827,-200,972,-200,1465,627,17.0,8,44,3.0,0.0,
09/05/2004,19.00.00,-200,1132,-200,10.0,1.0,981,-200,850,-200,1614,877,16.0,4,47,8.0,0.0,
09/05/2004,20.00.00,-200,1121,-200,10.0,2.0,985,-200,833,-200,1625,981,15.0,6,51,6.0,0.0,
09/05/2004,21.00.00,-200,1068,-200,8.0,4.0,917,-200,889,-200,1570,832,14.0,9,55,0.0,0.0,
09/05/2004,22.00.00,-200,1123,-200,8.0,9.0,937,-200,866,-200,1606,941,13.0,8,59,8.0,0.0,
09/05/2004,23.00.00,-200,1101,-200,8.0,8.0,933,-200,845,-200,1600,1022,13.0,8,62,1.0,0.0,
10/05/2004,00.00.00,-200,997,-200,6.0,5.0,835,-200,951,-200,1501,888,13.0,9,61,1.0,0.0,
10/05/2004,01.00.00,-200,875,-200,3.0,0.0,654,-200,1172,-200,1375,683,14.0,9,57,6.0,0.0,
10/05/2004,02.00.00,-200,815,-200,1.0,8.0,569,-200,1361,-200,1344,534,14.0,4,60,1.0,0.0,
10/05/2004,03.00.00,-200,803,-200,1.0,3.0,531,-200,1462,-200,1318,489,13.0,8,63,2.0,0.0,
10/05/2004,04.00.00,-200,829,-200,1.0,8.0,570,-200,1304,-200,1357,562,,2,62,9.0,1.0,
10/05/2004,05.00.00,-200,867,-200,2.0,6.0,625,-200,1213,-200,1385,652,14.0,0,63,8.0,1.0,
10/05/2004,06.00.00,-200,1118,-200,9.0,8.0,970,-200,837,-200,1705,1019,13.0,4,67,4.0,1.0,
10/05/2004,07.00.00,-200,1632,-200,31.0,5.0,1587,-200,523,-200,2459,1678,14.0,7,62,3.0,1.0,
10/05/2004,08.00.00,-200,1598,-200,35.0,2.0,1668,-200,490,-200,2617,1749,16.0,0,57,3.0,1.0,
10/05/2004,09.00.00,4,4,1378,-200.0,20.0,2,1303,257,633,117,2051,1494.0,17,8,51.0,1.0,362.0
10/05/2004,10.00.00,2,5,1132,-200.0,13.0,4,1096,178,731,107,1808,1186.0,20,0,45.0,0.0,379.0
10/05/2004,11.00.00,2,1,1108,-200.0,11.0,7,1040,145,767,95,1748,1051.0,20,3,44.0,1.0,392.0
10/05/2004,12.00.00,2,4,1131,-200.0,13.0,4,1097,137,735,93,1797,1027.0,20,7,42.0,4.0,248.0
10/05/2004,13.00.00,2,2,1105,-200.0,12.0,9,1080,139,751,104,1758,981.0,20,8,40.0,6.0,9888.0
10/05/2004,14.00.00,2,2,1120,-200.0,13.0,4,1096,130,753,102,1767,976.0,21,5,39.0,7.0,42.0
10/05/2004,15.00.00,2,3,1100,-200.0,13.0,7,1108,148,800,109,1731,932.0,25,0,30.0,1.0,9394.0
10/05/2004,16.00.00,2,1,1098,-200.0,14.0,2,1124,120,810,97,1716,871.0,25,2,29.0,7.0,9371.0
10/05/2004,17.00.00,2,5,1137,-200.0,17.0,8,1234,132,749,104,1824,990.0,23,4,32.0,0.0,9100.0
10/05/2004,18.00.00,3,6,1267,-200.0,22.0,0,1352,188,651,124,1961,1196.0,21,0,37.0,8.0,9298.0
10/05/2004,19.00.00,4,1319,-200,24.0,4.0,1413,204,597,135,2050,1329,19.0,2,45,7.0,1.0,
10/05/2004,20.00.00,3,1160,-200,16.0,3.0,1189,167,698,122,1824,1151,17.0,7,50,9.0,1.0,
10/05/2004,21.00.00,2,1,1084,-200.0,12.0,4,1063,128,775,109,1703,1031.0,16,8,53.0,6.0,167.0
10/05/2004,22.00.00,1,7,1025,-200.0,9.0,6,963,106,842,95,1621,917.0,15,8,56.0,2.0,33.0
10/05/2004,23.00.00,1,1,953,-200.0,6.0,4,830,88,986,86,1521,860.0,16,0,56.0,5.0,166.0
11/05/2004,00.00.00,0,9,959,-200.0,6.0,0,812,77,961,78,1518,910.0,14,2,64.0,1.0,346.0
11/05/2004,01.00.00,0,4,834,-200.0,2.0,8,637,36,1187,53,1362,699.0,15,0,59.0,8.0,142.0
11/05/2004,02.00.00,0,2,787,-200.0,1.0,6,549,28,1366,43,1317,596.0,14,3,61.0,9.0,31.0
11/05/2004,03.00.00,0,2,799,-200.0,1.0,6,555,-200,1327,-200,1320,643.0,12,8,66.0,0.0,9690.0
11/05/2004,04.00.00,-200,807,-200,1.0,8.0,571,46,1305,53,1335,704,11.0,4,70,5.0,0.0,
11/05/2004,05.00.00,0,6,866,-200.0,3.0,6,686,55,1135,48,1405,741.0,12,0,68.0,0.0,9547.0
11/05/2004,06.00.00,1,4,1035,-200.0,8.0,4,917,135,882,64,1606,968.0,11,3,70.0,4.0,9443.0
11/05/2004,07.00.00,4,6,1469,-200.0,27.0,5,1491,327,555,95,2301,1561.0,12,7,65.0,6.0,9620.0
11/05/2004,08.00.00,5,5,1553,-200.0,31.0,0,1575,383,508,120,2423,1779.0,14,5,59.0,8.0,9795.0
11/05/2004,09.00.00,4,8,1513,-200.0,26.0,0,1455,366,554,153,2182,1822.0,17,5,49.0,8.0,9877.0
11/05/2004,10.00.00,4,5,1395,-200.0,22.0,6,1368,322,605,163,2032,1675.0,21,9,35.0,2.0,9128.0
11/05/2004,11.00.00,3,1209,-200,18.0,3.0,1248,188,712,119,1891,1295,23.0,5,29,5.0,0.0,
11/05/2004,12.00.00,2,5,1142,-200.0,13.0,9,1115,144,776,96,1735,1091.0,24,3,29.0,8.0,8926.0
11/05/2004,13.00.00,2,3,1140,-200.0,14.0,4,1129,132,765,94,1728,1023.0,23,8,31.0,7.0,9212.0
11/05/2004,14.00.00,2,1105,-200,11.0,6.0,1035,117,826,86,1643,877,24.0,2,31,2.0,0.0,
11/05/2004,15.00.00,1,9,1131,-200.0,12.0,2,1058,121,824,91,1664,931.0,26,5,27.0,2.0,9282.0
11/05/2004,16.00.00,1,9,1162,-200.0,12.0,4,1064,124,832,97,1675,913.0,25,7,28.0,4.0,9248.0
11/05/2004,17.00.00,3,5,1336,-200.0,21.0,1,1326,188,674,125,1923,1255.0,26,3,27.0,5.0,9306.0
11/05/2004,18.00.00,4,6,1533,-200.0,29.0,9,1549,226,573,140,2233,1571.0,24,4,31.0,6.0,9545.0
11/05/2004,19.00.00,6,3,1650,-200.0,34.0,3,1649,266,528,158,2345,1779.0,23,1,35.0,3.0,9845.0
11/05/2004,20.00.00,5,1535,-200,26.0,1.0,1458,269,568,159,2120,1735,21.0,1,40,2.0,0.0,
11/05/2004,21.00.00,3,3,1382,-200.0,18.0,1,1243,183,632,128,1941,1511.0,19,2,52.0,3.0,1516.0
11/05/2004,22.00.00,2,7,1335,-200.0,14.0,2,1122,167,673,114,1840,1424.0,18,1,58.0,7.0,2072.0
11/05/2004,23.00.00,2,2,1267,-200.0,12.0,4,1064,138,706,100,1766,1348.0,17,3,58.0,8.0,1494.0
12/05/2004,00.00.00,1,7,1122,-200.0,8.0,7,926,105,805,88,1619,1174.0,16,9,58.0,8.0,1250.0
12/05/2004,01.00.00,0,8,986,-200.0,5.0,2,771,54,964,67,1518,947.0,17,6,57.0,6.0,1484.0
12/05/2004,02.00.00,0,8,966,-200.0,4.0,6,744,58,967,65,1511,935.0,15,6,63.0,9.0,1287.0
12/05/2004,03.00.00,0,6,919,-200.0,3.0,1,661,-200,1089,-200,1468,838.0,14,9,65.0,7.0,1073.0
12/05/2004,04.00.00,-200,872,-200,2.0,7.0,632,37,1132,47,1403,768,15.0,6,62,2.0,1.0,
12/05/2004,05.00.00,0,8,967,-200.0,4.0,7,749,84,996,57,1517,881.0,14,0,68.0,3.0,884.0
12/05/2004,06.00.00,1,5,1152,-200.0,9.0,6,964,134,800,73,1705,1096.0,14,5,65.0,7.0,804.0
12/05/2004,07.00.00,4,1,1500,-200.0,23.0,6,1393,279,560,95,2163,1495.0,15,5,62.0,2.0,875.0
12/05/2004,08.00.00,5,9,1754,-200.0,37.0,4,1716,333,452,110,2667,1895.0,17,0,56.0,8.0,909.0
12/05/2004,09.00.00,5,1,1558,-200.0,26.0,6,1469,336,525,121,2281,1758.0,18,8,52.0,4.0,1285.0
12/05/2004,10.00.00,3,9,1446,-200.0,22.0,0,1350,280,568,108,2140,1630.0,19,7,51.0,9.0,1796.0
12/05/2004,11.00.00,3,4,1349,-200.0,17.0,9,1236,275,627,125,1964,1530.0,20,9,44.0,6.0,872.0
12/05/2004,12.00.00,3,3,1452,-200.0,22.0,7,1371,207,576,117,2138,1622.0,21,9,43.0,3.0,1265.0
12/05/2004,13.00.00,5,1,1676,-200.0,29.0,3,1534,305,496,131,2413,1828.0,20,4,55.0,7.0,3205.0
12/05/2004,14.00.00,3,1,1327,-200.0,14.0,7,1139,236,658,126,1894,1323.0,17,4,67.0,0.0,3250.0
12/05/2004,15.00.00,2,5,1248,-200.0,12.0,6,1072,183,713,114,1797,1188.0,17,1,64.0,0.0,2413.0
12/05/2004,16.00.00,2,4,1250,-200.0,12.0,7,1074,162,724,123,1806,1166.0,17,3,61.0,1.0,1957.0
12/05/2004,17.00.00,2,8,1222,-200.0,13.0,0,1084,157,727,116,1797,1108.0,17,7,56.0,3.0,1300.0
12/05/2004,18.00.00,2,9,1159,-200.0,13.0,4,1097,136,748,107,1709,995.0,17,4,48.0,6.0,9559.0
12/05/2004,19.00.00,3,4,1192,-200.0,14.0,8,1143,166,740,123,1767,1108.0,17,6,43.0,7.0,8698.0
12/05/2004,20.00.00,2,2,1074,-200.0,9.0,4,954,136,846,112,1570,956.0,16,7,47.0,2.0,8920.0
12/05/2004,21.00.00,1,6,984,-200.0,6.0,9,851,112,959,101,1452,817.0,16,8,45.0,6.0,8636.0
12/05/2004,22.00.00,1,3,970,-200.0,5.0,2,773,87,1026,91,1425,658.0,16,1,52.0,0.0,9460.0
12/05/2004,23.00.00,1,3,987,-200.0,5.0,7,800,86,989,88,1462,658.0,15,5,57.0,1.0,9960.0
13/05/2004,00.00.00,1,6,1003,-200.0,6.0,5,836,98,949,96,1455,748.0,16,2,50.0,2.0,9156.0
13/05/2004,01.00.00,1,2,933,-200.0,4.0,7,747,62,1045,75,1405,569.0,16,4,50.0,5.0,9380.0
13/05/2004,02.00.00,0,6,859,-200.0,2.0,5,620,32,1201,47,1316,445.0,16,2,52.0,8.0,9626.0
13/05/2004,03.00.00,0,4,815,-200.0,1.0,4,538,-200,1412,-200,1272,379.0,16,0,53.0,7.0,9723.0
13/05/2004,04.00.00,-200,792,-200,1.0,0.0,501,21,1554,25,1252,354,16.0,2,53,0.0,0.0,
13/05/2004,05.00.00,0,4,835,-200.0,1.0,7,560,41,1409,49,1317,407.0,16,2,53.0,7.0,9799.0
13/05/2004,06.00.00,1,975,-200,4.0,5.0,736,86,1069,85,1459,611,15.0,9,55,3.0,0.0,
13/05/2004,07.00.00,2,1133,-200,9.0,4.0,957,174,815,106,1652,944,16.0,2,55,6.0,1.0,
13/05/2004,08.00.00,3,6,1347,-200.0,17.0,9,1237,264,645,136,1984,1328.0,16,0,59.0,3.0,711.0
13/05/2004,09.00.00,2,4,1122,-200.0,10.0,6,1000,211,783,119,1663,1085.0,16,6,55.0,6.0,420.0
13/05/2004,10.00.00,2,4,1152,-200.0,11.0,0,1014,208,774,122,1714,1139.0,17,4,51.0,8.0,220.0
13/05/2004,11.00.00,1,6,1020,-200.0,7.0,2,866,139,907,90,1554,799.0,17,6,49.0,7.0,9944.0
13/05/2004,12.00.00,1,9,1066,-200.0,8.0,7,927,138,846,97,1608,804.0,17,2,52.0,8.0,236.0
13/05/2004,13.00.00,2,4,1105,-200.0,11.0,1,1016,142,789,98,1736,930.0,18,2,49.0,6.0,268.0
13/05/2004,14.00.00,1,7,1056,-200.0,7.0,9,894,131,891,93,1576,771.0,19,5,45.0,0.0,114.0
13/05/2004,15.00.00,2,1,1084,-200.0,9.0,8,970,132,818,98,1626,845.0,19,5,45.0,5.0,189.0
13/05/2004,16.00.00,3,1,1288,-200.0,16.0,4,1191,178,691,123,1910,1192.0,19,8,44.0,3.0,104.0
13/05/2004,17.00.00,4,6,1390,-200.0,22.0,6,1368,228,605,148,2092,1494.0,20,3,43.0,1.0,114.0
13/05/2004,18.00.00,4,5,1374,-200.0,20.0,2,1303,232,636,148,2036,1457.0,20,3,44.0,4.0,457.0
13/05/2004,19.00.00,3,9,1378,-200.0,21.0,7,1342,204,612,133,2076,1489.0,19,8,47.0,9.0,920.0
13/05/2004,20.00.00,4,6,1428,-200.0,21.0,2,1329,250,594,141,2102,1602.0,19,1,52.0,3.0,1486.0
13/05/2004,21.00.00,3,3,1336,-200.0,15.0,9,1176,208,656,131,1891,1468.0,18,2,54.0,7.0,1336.0
13/05/2004,22.00.00,2,7,1234,-200.0,12.0,0,1049,158,746,121,1733,1274.0,17,8,55.0,0.0,1097.0
13/05/2004,23.00.00,3,3,1300,-200.0,17.0,4,1221,197,648,123,1946,1401.0,17,5,56.0,4.0,1175.0
14/05/2004,00.00.00,2,5,1246,-200.0,15.0,0,1150,152,654,107,1873,1354.0,17,3,57.0,8.0,1298.0
14/05/2004,01.00.00,2,1,1141,-200.0,11.0,1,1017,112,740,104,1690,1188.0,16,8,57.0,5.0,912.0
14/05/2004,02.00.00,1,3,1014,,6.0,9,853,75,883,91,1538,975.0,16,3,57.0,0.0,484.0
14/05/2004,03.00.00,1,938,-200,5.0,1.0,769,-200,978,-200,1463,816,16.0,2,56,3.0,1.0,
14/05/2004,04.00.00,-200,988,-200,6.0,1.0,814,74,908,87,1512,921,15.0,5,59,9.0,1.0,
14/05/2004,05.00.00,1,2,983,-200.0,6.0,5,833,116,894,102,1524,1012.0,16,0,58.0,3.0,481.0
14/05/2004,06.00.00,1,5,1033,-200.0,8.0,4,917,118,882,95,1617,905.0,17,2,52.0,3.0,169.0
14/05/2004,07.00.00,3,7,1388,-200.0,22.0,8,1372,272,601,140,2105,1449.0,18,5,49.0,4.0,397.0
14/05/2004,08.00.00,-200,1512,-200,29.0,1.0,1530,-200,527,-200,2326,1725,20.0,0,45,6.0,1.0,
14/05/2004,09.00.00,3,3,1148,-200.0,13.0,6,1104,258,723,138,1713,1301.0,21,0,37.0,9.0,9313.0
14/05/2004,10.00.00,2,5,1095,-200.0,11.0,1,1019,186,815,113,1618,1181.0,22,8,32.0,4.0,8870.0
14/05/2004,11.00.00,1,9,987,-200.0,10.0,0,979,130,923,101,1515,962.0,25,5,25.0,6.0,8218.0
14/05/2004,12.00.00,2,984,-200,10.0,5.0,998,134,905,97,1523,862,25.0,9,23,6.0,0.0,
14/05/2004,13.00.00,2,5,1072,-200.0,13.0,0,1084,148,843,114,1622,1017.0,27,7,20.0,8.0,7599.0
14/05/2004,14.00.00,2,1,1048,-200.0,12.0,5,1068,147,869,110,1573,993.0,27,1,21.0,6.0,7618.0
14/05/2004,15.00.00,2,1,1042,-200.0,11.0,4,1029,123,907,103,1540,879.0,28,4,20.0,2.0,7697.0
14/05/2004,16.00.00,2,3,1113,-200.0,13.0,1,1086,138,882,119,1584,926.0,28,1,21.0,9.0,8184.0
14/05/2004,17.00.00,3,1146,-200,14.0,9.0,1145,162,836,126,1647,1011,27.0,6,22,3.0,0.0,
14/05/2004,18.00.00,4,1,1239,-200.0,19.0,1,1272,214,748,144,1790,1380.0,25,2,24.0,3.0,7671.0
14/05/2004,19.00.00,4,5,1302,-200.0,21.0,8,1346,230,706,164,1880,1698.0,24,6,25.0,1.0,7636.0
14/05/2004,20.00.00,3,5,1181,-200.0,16.0,1,1183,191,792,148,1711,1432.0,23,1,27.0,2.0,7575.0
14/05/2004,21.00.00,2,1,1068,-200.0,11.0,6,1037,128,869,119,1567,1217.0,22,0,28.0,6.0,7483.0
14/05/2004,22.00.00,2,3,1135,-200.0,12.0,4,1065,138,803,111,1630,1317.0,20,8,34.0,5.0,8365.0
14/05/2004,23.00.00,1,9,1121,-200.0,10.0,4,992,126,844,115,1505,1255.0,20,4,35.0,3.0,8352.0
15/05/2004,00.00.00,1,9,1131,-200.0,9.0,7,965,107,843,103,1520,1223.0,19,1,38.0,3.0,8381.0
15/05/2004,01.00.00,1,2,947,-200.0,5.0,7,798,67,964,81,1395,930.0,18,0,40.0,5.0,8271.0
15/05/2004,02.00.00,1,935,-200,5.0,4.0,786,55,964,71,1389,954,17.0,4,43,4.0,0.0,
15/05/2004,03.00.00,1,1,941,-200.0,5.0,6,792,-200,975,-200,1397,889.0,14,8,50.0,6.0,8489.0
15/05/2004,04.00.00,-200,867,-200,4.0,4.0,734,48,1043,58,1324,808,14.0,6,51,4.0,0.0,
15/05/2004,05.00.00,0,5,839,-200.0,2.0,8,638,33,1171,44,1271,643.0,15,7,46.0,9.0,8329.0
15/05/2004,06.00.00,0,6,873,-200.0,3.0,9,704,41,1091,49,1322,756.0,15,3,49.0,7.0,8552.0
15/05/2004,07.00.00,1,4,1065,-200.0,9.0,1,942,106,890,68,1576,1067.0,16,0,47.0,4.0,8564.0
15/05/2004,08.00.00,2,6,1187,-200.0,13.0,6,1104,208,727,108,1721,1391.0,17,6,43.0,3.0,8647.0
15/05/2004,09.00.00,2,8,1249,-200.0,15.0,8,1174,193,712,117,1774,1486.0,20,3,37.0,4.0,8807.0
15/05/2004,10.00.00,2,6,1157,-200.0,12.0,7,1072,191,802,127,1653,1327.0,23,1,30.0,3.0,8425.0
15/05/2004,11.00.00,1,6,988,,8.0,6,924,113,1015,93,1463,835.0,25,0,24.0,2.0,7568.0
15/05/2004,12.00.00,1,7,1025,-200.0,9.0,4,955,111,997,94,1457,834.0,25,6,23.0,5.0,7611.0
15/05/2004,13.00.00,1,7,997,-200.0,9.0,2,947,106,998,87,1460,815.0,25,5,22.0,6.0,7288.0
15/05/2004,14.00.00,1,3,916,-200.0,6.0,4,829,82,1124,75,1333,621.0,26,1,21.0,1.0,7023.0
15/05/2004,15.00.00,1,4,965,-200.0,8.0,3,910,79,1056,81,1389,643.0,28,2,19.0,4.0,7303.0
15/05/2004,16.00.00,1,4,985,-200.0,,1,903,90,1059,86,1437,712.0,27,4,20.0,5.0,7379.0
15/05/2004,17.00.00,1,7,1026,-200.0,8.0,5,920,104,1037,97,1455,746.0,26,0,22.0,7.0,7532.0
15/05/2004,18.00.00,2,3,1125,-200.0,11.0,0,1016,148,910,117,1564,991.0,23,8,27.0,1.0,7858.0
15/05/2004,19.00.00,2,5,1159,-200.0,12.0,1,1054,158,878,120,1603,1046.0,23,0,28.0,7.0,7976.0
15/05/2004,20.00.00,3,3,1284,-200.0,15.0,0,1149,234,780,149,1725,1304.0,21,7,31.0,8.0,8191.0
15/05/2004,21.00.00,2,2,1101,-200.0,10.0,2,986,163,852,124,1574,1100.0,20,9,33.0,2.0,8098.0
15/05/2004,22.00.00,1,6,1101,-200.0,9.0,9,972,95,879,97,1552,1001.0,20,2,34.0,3.0,8017.0
15/05/2004,23.00.00,2,6,1183,-200.0,12.0,0,1049,146,762,112,1594,1290.0,19,6,37.0,0.0,8325.0
16/05/2004,00.00.00,2,3,1132,-200.0,10.0,5,996,102,822,95,1564,1205.0,18,1,40.0,9.0,8441.0
16/05/2004,01.00.00,1,5,998,-200.0,7.0,1,859,90,919,88,1450,1045.0,17,0,43.0,3.0,8341.0
16/05/2004,02.00.00,0,9,911,-200.0,4.0,6,743,41,1052,54,1370,739.0,16,7,43.0,4.0,8193.0
16/05/2004,03.00.00,0,8,875,-200.0,4.0,2,721,-200,1083,-200,1328,683.0,15,9,44.0,7.0,8009.0
16/05/2004,04.00.00,-200,808,-200,,6.0,630,30,1234,43,1256,573,15.0,2,45,5.0,0.0,
16/05/2004,05.00.00,0,4,792,-200.0,2.0,2,599,32,1262,45,1235,564.0,13,5,50.0,1.0,7706.0
16/05/2004,06.00.00,0,4,822,-200.0,2.0,0,581,34,1326,47,1256,602.0,14,2,49.0,9.0,8025.0
16/05/2004,07.00.00,0,8,918,-200.0,4.0,2,721,57,1069,58,1353,785.0,13,8,51.0,4.0,8059.0
16/05/2004,08.00.00,0,9,975,-200.0,5.0,2,774,73,1001,69,1393,878.0,16,3,45.0,1.0,8286.0
16/05/2004,09.00.00,1,6,1047,-200.0,8.0,2,908,119,913,89,1458,981.0,19,2,35.0,4.0,7812.0
16/05/2004,10.00.00,2,1053,-200,9.0,8.0,970,138,930,105,1473,991,25.0,5,21,1.0,0.0,
16/05/2004,11.00.00,1,6,1017,-200.0,7.0,9,897,96,1013,92,1400,780.0,28,2,19.0,0.0,7164.0
16/05/2004,12.00.00,1,4,1021,-200.0,,7,889,80,1022,82,1405,684.0,29,5,19.0,8.0,8013.0
16/05/2004,13.00.00,0,9,941,-200.0,4.0,8,753,45,1173,56,1311,468.0,30,6,19.0,4.0,8348.0
16/05/2004,14.00.00,0,9,991,-200.0,5.0,3,776,45,1122,60,1375,468.0,29,9,22.0,0.0,9181.0
16/05/2004,15.00.00,1,2,1117,-200.0,7.0,1,862,54,995,64,1476,530.0,31,5,21.0,9.0,9970.0
16/05/2004,16.00.00,1,4,1217,-200.0,9.0,2,947,66,887,85,1566,648.0,31,2,24.0,6.0,987.0
16/05/2004,17.00.00,1,9,1248,-200.0,10.0,1,982,95,880,107,1617,746.0,30,4,26.0,5.0,1347.0
16/05/2004,18.00.00,1,8,1242,-200.0,9.0,9,973,99,856,106,1632,819.0,26,8,33.0,5.0,1602.0
